# 			 time 				 redshift 				fof_bound_mass 		 fof_field_mass 			fof_bound_lumi 		 fof_field_lumi 			prof_bound_mass 		 profiler_field_mass 			prof_bound_lumi 		 prof_field_lumi 		
3.921026344508047714e+02 1.176905995856194131e+01 8.444480019385915512e+03 3.184935368600420588e+03 2.472236335946834145e+36 6.572783023753557928e+35 5.944745884294065036e+03 5.684669503692271974e+03 1.673108894377472593e+36 1.456405743944716976e+36
3.923068214921696040e+02 1.176462619965556122e+01 8.459484425959139116e+03 3.166930080712621020e+03 2.441219155512988730e+36 6.483863447189300361e+35 1.947571973198822434e+03 9.678842533472938158e+03 3.114667357150534824e+35 2.778138764516865210e+36
3.925250115770695629e+02 1.175989177757249671e+01 8.552511746712772947e+03 3.059898647157235700e+03 2.428627089587355871e+36 6.121631338206603816e+35 4.337273793420652510e+03 7.275136600449355683e+03 1.077312338972946240e+36 1.963477884435070161e+36
3.927255947314633886e+02 1.175554249873490420e+01 8.406468856067200250e+03 3.199939775173604176e+03 2.354249118900369528e+36 6.444297541595761505e+35 4.046188305900978776e+03 7.560220325339824740e+03 9.667545014820421176e+35 2.031924371577903856e+36
3.929434615537871878e+02 1.175082181310659912e+01 8.124386012491277143e+03 3.472019681033885718e+03 2.257230946359609144e+36 7.068610988122966814e+35 3.895143946397566651e+03 7.701261747127596209e+03 9.305484489792066954e+35 2.033543596192699130e+36
3.931486049633546145e+02 1.174638000821568795e+01 8.186404226327159449e+03 3.399998529482650611e+03 2.246282126739340038e+36 6.754089560972210606e+35 3.792113687928428590e+03 7.794289067881381015e+03 9.064133278928666731e+35 2.015277754943694278e+36
3.933588309547612312e+02 1.174183136373388514e+01 8.147392769237012544e+03 3.434008517715243670e+03 2.204706218473576933e+36 6.731041835385731494e+35 4.079198000362005132e+03 7.502203286590250173e+03 9.689747265009852368e+35 1.908835675511164550e+36
3.935710183261674615e+02 1.173725111990405878e+01 8.127386893806028638e+03 3.448012630516846002e+03 2.158933549494593587e+36 6.870995596102421728e+35 6.386875731317106329e+03 5.188523793005769221e+03 1.564183233172455833e+36 1.281849875932379631e+36
3.937764578099271375e+02 1.173283983824924270e+01 8.249422733934477947e+03 3.314973558901280740e+03 2.161234123465037340e+36 6.485067078253599347e+35 3.792113687928411309e+03 7.772282604907348286e+03 8.720366860055002383e+35 1.937704145284896667e+36
3.940056385672558008e+02 1.172792237831773576e+01 8.005351053677366508e+03 3.556044357843688886e+03 2.061576718205354049e+36 6.966148492066007058e+35 7.623238832947047740e+03 3.938156578574008563e+03 1.965659017380377348e+36 7.925325500315774066e+35
3.942082761337490524e+02 1.172357761014999333e+01 7.740273204217959574e+03 3.816120738445530151e+03 1.974527603834495780e+36 7.511301241297968127e+35 2.228654523003051054e+03 9.327739419660438216e+03 3.367482796055279044e+35 2.388909448358764393e+36
3.944139322130797041e+02 1.171917115360139761e+01 7.720267328787092993e+03 3.834126026333366099e+03 1.943530518222794739e+36 7.432538978924200652e+35 3.696085485860106928e+03 7.858307869260352163e+03 7.863085687692024503e+35 1.900475847346012796e+36
3.946168702974903795e+02 1.171482592457443950e+01 7.735271735360212006e+03 3.812119563359337917e+03 1.948832706950643482e+36 7.036389454528241362e+35 4.942451525205587131e+03 6.604939773513962791e+03 1.142948918775593776e+36 1.509522733627873695e+36
3.948316762023135880e+02 1.171022611328488772e+01 7.755277610791173174e+03 3.781110456441459064e+03 1.922570736815706308e+36 7.022914918915624961e+35 3.532037307326664632e+03 8.004350759905968516e+03 6.927485677549278131e+35 1.932113660952341138e+36
