# snap_num	t[myr]	redshift	mvir[msun]	rvir[pc]	m_star[msun]
1.485000000000000000e+03 6.592538173678785824e+02 8.031906463668757823e+00 2.001929203432518244e+08 2.684770413562686826e+03 6.607100408060508780e+05
1.486000000000000000e+03 6.594595984923870446e+02 8.030023165697960152e+00 1.998514959901232123e+08 2.590368122399884214e+03 6.606870340493039694e+05
1.487000000000000000e+03 6.596661471216439168e+02 8.028133633194402208e+00 2.002004150241761804e+08 2.595056668503580568e+03 6.606480225922217360e+05
1.488000000000000000e+03 6.598898743508523239e+02 8.026087840680052210e+00 1.991944622959352136e+08 2.592997797883340354e+03 6.606080108413610142e+05
1.489000000000000000e+03 6.600907346802692928e+02 8.024251935935552638e+00 1.999156171491279900e+08 2.598722373888009315e+03 6.605790023219857831e+05
1.490000000000000000e+03 6.603286724441811657e+02 8.022078101940509853e+00 2.003886147895579934e+08 2.618704576283232200e+03 6.605559955652360804e+05
1.491000000000000000e+03 6.605485320924515236e+02 8.020078011227615988e+00 2.001687708158346713e+08 2.615618259003872481e+03 6.605219855769978603e+05
1.492000000000000000e+03 6.607620017561158647e+02 8.018143820184343795e+00 1.997923712850703597e+08 2.610608593785894755e+03 6.604909764700849773e+05
1.493000000000000000e+03 6.609664683783040573e+02 8.016291980877198853e+00 2.004560669178585410e+08 2.610822518598005900e+03 6.604539656005372526e+05
1.494000000000000000e+03 6.611683720385395873e+02 8.014464100273864133e+00 1.957277559981952310e+08 2.548549926779563521e+03 6.604149541434480343e+05
1.495000000000000000e+03 6.613781536815002937e+02 8.012565683379643033e+00 1.953255414553633928e+08 2.616735676725626490e+03 6.603809441552145872e+05
1.496000000000000000e+03 6.615798209888993142e+02 8.010741450738175118e+00 1.992835657246750593e+08 2.578797797567428006e+03 6.603389318168038735e+05
1.497000000000000000e+03 6.617968720288423583e+02 8.008778885607595655e+00 1.993393594604294598e+08 2.624686037154383484e+03 6.614622617222471163e+05
1.498000000000000000e+03 6.620164913349058224e+02 8.006793968283691498e+00 1.945211123697011173e+08 2.633238127531994905e+03 6.614402552592839347e+05
1.499000000000000000e+03 6.622239212702107807e+02 8.004907873038833444e+00 1.986781620546181798e+08 2.627455218470548971e+03 6.614072455648216419e+05
1.500000000000000000e+03 6.624559684083978937e+02 8.002797101872415553e+00 1.937416655537787080e+08 2.555090401630011456e+03 6.613582311700158753e+05
1.501000000000000000e+03 6.626651332476220659e+02 8.000895322842126234e+00 1.987722619373097718e+08 2.589412912141939614e+03 6.654094209447755711e+05
1.502000000000000000e+03 6.628742211244916689e+02 7.998995046435357636e+00 1.987339557903718948e+08 2.588899371628909648e+03 6.653784118378522107e+05
1.503000000000000000e+03 6.630884410918010872e+02 7.997048959464311935e+00 1.997207554451457560e+08 2.586089317426458820e+03 6.653494033184800064e+05
