# snap_num	t[myr]	redshift	mvir[msun]	rvir[pc]	m_star[msun]
3.490000000000000000e+02 4.485714278107842006e+02 1.067446383960284706e+01 1.179296370551418066e+08 1.716470133190259048e+03 1.273083885983498476e+05
3.510000000000000000e+02 4.489909811742559782e+02 1.066719640970080896e+01 1.189297605871092677e+08 1.713852838100988038e+03 1.291429273753631569e+05
3.530000000000000000e+02 4.494214737809107874e+02 1.065974889113279112e+01 1.197674993657595366e+08 1.710951119960420556e+03 1.422977907649549306e+05
3.550000000000000000e+02 4.498768458894672904e+02 1.065190021556877475e+01 1.200581264370823503e+08 1.718500390492145698e+03 1.465120284244770883e+05
3.570000000000000000e+02 4.503365927557633199e+02 1.064399193431560420e+01 1.195959544468713701e+08 1.709192988566856229e+03 1.516675425230209948e+05
3.590000000000000000e+02 4.507790229407318634e+02 1.063636233593237890e+01 1.198591010214766711e+08 1.729944184233330134e+03 1.602460619077928714e+05
3.610000000000000000e+02 4.512079640138076684e+02 1.062897489367584747e+01 1.202413297485169917e+08 1.724163143777464029e+03 1.601610369372137066e+05
3.630000000000000000e+02 4.516312064949879641e+02 1.062169478358843833e+01 1.208908687617851347e+08 1.742667575278793493e+03 1.600540055036581180e+05
3.650000000000000000e+02 4.520512475561771453e+02 1.061449485266623327e+01 1.209125200622261763e+08 1.735576157019695984e+03 1.664928965110937716e+05
3.670000000000000000e+02 4.524720202802787981e+02 1.060732202392780543e+01 1.212772612004464269e+08 1.729816906808123576e+03 1.674891891075534222e+05
3.690000000000000000e+02 4.529002029666640965e+02 1.060003196825874205e+01 1.214579662849082202e+08 1.711845902759133423e+03 1.673821576739998709e+05
3.710000000000000000e+02 4.533219115834155559e+02 1.059286108230345747e+01 1.213255602552812546e+08 1.705569905414695540e+03 1.734039261787040159e+05
3.730000000000000000e+02 4.537400661747676622e+02 1.058571849672714471e+01 1.211931542256525606e+08 1.706677628146755978e+03 1.768539393967626966e+05
3.750000000000000000e+02 4.541638701311716773e+02 1.057848169020608076e+01 1.217394331906568408e+08 1.702731542826694749e+03 1.948292184714314644e+05
3.770000000000000000e+02 4.545922419413180933e+02 1.057121901218201820e+01 1.224780756326696426e+08 1.697141714752420739e+03 2.169307093537280452e+05
3.790000000000000000e+02 4.549967314487233239e+02 1.056436959659209407e+01 1.220933486786545515e+08 1.688130311747508358e+03 2.302976350228843512e+05
3.810000000000000000e+02 4.554043686094409509e+02 1.055747507910427352e+01 1.224739119210441113e+08 1.584977135221735352e+03 2.384000145724024042e+05
3.830000000000000000e+02 4.558224434771392453e+02 1.055041255888803420e+01 1.221416477334889472e+08 1.572987500214256670e+03 2.676956182596539147e+05
3.850000000000000000e+02 4.562413330171977464e+02 1.054334492789975286e+01 1.224247801238883287e+08 1.617322629587931715e+03 2.689689922308318201e+05
